tweet_id,company,tweet_text,sentiment
503,Meta,"I used Meta today. It's okay, nothing special.",neutral
504,Apple,Great customer service from Apple. Totally satisfied!,positive
505,Meta,The new Meta update is amazing! Loving the features.,positive
506,Amazon,Terrible experience with Amazon customer support.,negative
507,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
508,Microsoft,Microsoft keeps crashing. Super annoying.,negative
509,Meta,Meta's performance is top-notch. Kudos to the team!,positive
510,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
511,Meta,Meta update broke everything. Please fix it!,negative
512,Amazon,Great customer service from Amazon. Totally satisfied!,positive
513,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
514,Apple,Apple's performance is top-notch. Kudos to the team!,positive
515,Google,Google's performance is top-notch. Kudos to the team!,positive
516,Amazon,Really disappointed with Amazon. Not what I expected.,negative
517,Apple,Terrible experience with Apple customer support.,negative
518,Google,Impressed with Google's latest product release.,positive
519,Meta,"Meta works fine, just the usual stuff.",neutral
520,Meta,"Not good, not bad. Meta is just average.",neutral
521,Apple,Really disappointed with Apple. Not what I expected.,negative
522,Microsoft,Impressed with Microsoft's latest product release.,positive
523,Apple,Apple update broke everything. Please fix it!,negative
524,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
525,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
526,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
527,Google,Tried out Google. Mixed feelings about it.,neutral
528,Amazon,Impressed with Amazon's latest product release.,positive
529,Apple,Impressed with Apple's latest product release.,positive
530,Meta,Meta update broke everything. Please fix it!,negative
531,Apple,Why is Apple so slow lately? Very frustrating.,negative
532,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
533,Google,Fast and reliable – Google never disappoints!,positive
534,Apple,Still exploring Apple. Too early to judge.,neutral
535,Google,Why is Google so slow lately? Very frustrating.,negative
536,Google,The new Google update is amazing! Loving the features.,positive
537,Google,Google keeps crashing. Super annoying.,negative
538,Google,"Google works fine, just the usual stuff.",neutral
539,Apple,Impressed with Apple's latest product release.,positive
540,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
541,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
542,Meta,Why is Meta so slow lately? Very frustrating.,negative
543,Google,Really disappointed with Google. Not what I expected.,negative
544,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
545,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
546,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
547,Amazon,Terrible experience with Amazon customer support.,negative
548,Apple,Apple's performance is top-notch. Kudos to the team!,positive
549,Amazon,The new Amazon update is amazing! Loving the features.,positive
550,Meta,Still exploring Meta. Too early to judge.,neutral
551,Microsoft,Microsoft update broke everything. Please fix it!,negative
552,Meta,"I used Meta today. It's okay, nothing special.",neutral
553,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
554,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
555,Meta,The new Meta update is amazing! Loving the features.,positive
556,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
557,Apple,"Apple works fine, just the usual stuff.",neutral
558,Apple,Impressed with Apple's latest product release.,positive
559,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
560,Meta,Meta's performance is top-notch. Kudos to the team!,positive
561,Amazon,Terrible experience with Amazon customer support.,negative
562,Microsoft,Microsoft update broke everything. Please fix it!,negative
563,Apple,"Not good, not bad. Apple is just average.",neutral
564,Apple,Really disappointed with Apple. Not what I expected.,negative
565,Meta,Tried out Meta. Mixed feelings about it.,neutral
566,Amazon,Amazon update broke everything. Please fix it!,negative
567,Google,Really disappointed with Google. Not what I expected.,negative
568,Meta,"Meta works fine, just the usual stuff.",neutral
569,Amazon,Terrible experience with Amazon customer support.,negative
570,Google,"I used Google today. It's okay, nothing special.",neutral
571,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
572,Amazon,Fast and reliable – Amazon never disappoints!,positive
573,Apple,Tried out Apple. Mixed feelings about it.,neutral
574,Meta,Really disappointed with Meta. Not what I expected.,negative
575,Amazon,Amazon keeps crashing. Super annoying.,negative
576,Google,Terrible experience with Google customer support.,negative
577,Google,Great customer service from Google. Totally satisfied!,positive
578,Google,Google's performance is top-notch. Kudos to the team!,positive
579,Apple,Still exploring Apple. Too early to judge.,neutral
580,Meta,Meta's performance is top-notch. Kudos to the team!,positive
581,Meta,Fast and reliable – Meta never disappoints!,positive
582,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
583,Google,Still exploring Google. Too early to judge.,neutral
584,Google,Tried out Google. Mixed feelings about it.,neutral
585,Apple,Why is Apple so slow lately? Very frustrating.,negative
586,Google,Google update broke everything. Please fix it!,negative
587,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
588,Google,"Google works fine, just the usual stuff.",neutral
589,Amazon,Amazon keeps crashing. Super annoying.,negative
590,Amazon,Still exploring Amazon. Too early to judge.,neutral
591,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
592,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
593,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
594,Meta,Meta's performance is top-notch. Kudos to the team!,positive
595,Apple,Tried out Apple. Mixed feelings about it.,neutral
596,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
597,Meta,Meta's performance is top-notch. Kudos to the team!,positive
598,Apple,Apple's performance is top-notch. Kudos to the team!,positive
599,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
600,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
601,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
602,Microsoft,Impressed with Microsoft's latest product release.,positive
603,Meta,Meta keeps crashing. Super annoying.,negative
604,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
605,Google,Google's performance is top-notch. Kudos to the team!,positive
606,Apple,"Not good, not bad. Apple is just average.",neutral
607,Google,The new Google update is amazing! Loving the features.,positive
608,Amazon,Amazon keeps crashing. Super annoying.,negative
609,Microsoft,Microsoft update broke everything. Please fix it!,negative
610,Apple,The new Apple update is amazing! Loving the features.,positive
611,Amazon,Great customer service from Amazon. Totally satisfied!,positive
612,Meta,Still exploring Meta. Too early to judge.,neutral
613,Meta,Really disappointed with Meta. Not what I expected.,negative
614,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
615,Apple,Great customer service from Apple. Totally satisfied!,positive
616,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
617,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
618,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
619,Apple,Still exploring Apple. Too early to judge.,neutral
620,Meta,Great customer service from Meta. Totally satisfied!,positive
621,Amazon,Really disappointed with Amazon. Not what I expected.,negative
622,Meta,Meta keeps crashing. Super annoying.,negative
623,Meta,Meta keeps crashing. Super annoying.,negative
624,Apple,"Not good, not bad. Apple is just average.",neutral
625,Apple,Still exploring Apple. Too early to judge.,neutral
626,Meta,Still exploring Meta. Too early to judge.,neutral
627,Apple,Terrible experience with Apple customer support.,negative
628,Apple,Tried out Apple. Mixed feelings about it.,neutral
629,Amazon,Really disappointed with Amazon. Not what I expected.,negative
630,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
631,Google,"I used Google today. It's okay, nothing special.",neutral
632,Meta,"Not good, not bad. Meta is just average.",neutral
633,Google,Google's performance is top-notch. Kudos to the team!,positive
634,Meta,Meta keeps crashing. Super annoying.,negative
635,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
636,Google,The new Google update is amazing! Loving the features.,positive
637,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
638,Google,Great customer service from Google. Totally satisfied!,positive
639,Apple,Why is Apple so slow lately? Very frustrating.,negative
640,Meta,Meta update broke everything. Please fix it!,negative
641,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
642,Google,Why is Google so slow lately? Very frustrating.,negative
643,Apple,"Not good, not bad. Apple is just average.",neutral
644,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
645,Microsoft,Terrible experience with Microsoft customer support.,negative
646,Microsoft,Microsoft keeps crashing. Super annoying.,negative
647,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
648,Amazon,"Not good, not bad. Amazon is just average.",neutral
649,Apple,Tried out Apple. Mixed feelings about it.,neutral
650,Apple,Apple update broke everything. Please fix it!,negative
651,Google,"Not good, not bad. Google is just average.",neutral
652,Amazon,The new Amazon update is amazing! Loving the features.,positive
653,Amazon,"Not good, not bad. Amazon is just average.",neutral
654,Amazon,Amazon update broke everything. Please fix it!,negative
